Row,Year,Type,AL,Totals,"Children, armed, or not in labor force",Employed,Unemployed
1511,2007,High school or equivalent,CO,283,601,34,
1512,2007,High school or equivalent,CT,268,464,27,
1513,2007,High school or equivalent,DE,81,146,7,
1514,2007,High school or equivalent,DC,42,56,5,
1515,2007,High school or equivalent,FL,"1,878","2,806",109,
1516,2007,High school or equivalent,GA,729,"1,425",44,
1517,2007,High school or equivalent,HI,112,207,8,
1518,2007,High school or equivalent,ID,102,222,8,
1519,2007,High school or equivalent,IL,967,"1,763",108,
1520,2007,High school or equivalent,IN,620,"1,201",60,
1521,2007,High school or equivalent,IA,275,521,22,
1522,2007,High school or equivalent,KS,219,392,23,
1523,2007,High school or equivalent,KY,390,680,39,
1524,2007,High school or equivalent,LA,387,592,35,
1525,2007,High school or equivalent,ME,134,224,14,
1526,2007,High school or equivalent,MD,373,798,36,
1527,2007,High school or equivalent,MA,533,687,42,
1528,2007,High school or equivalent,MI,"1,105","1,439",176,
1529,2007,High school or equivalent,MN,327,637,51,
1530,2007,High school or equivalent,MS,259,377,44,
1531,2007,High school or equivalent,MO,564,950,78,
1532,2007,High school or equivalent,MT,76,142,3,
1533,2007,High school or equivalent,NE,148,281,14,
1534,2007,High school or equivalent,NV,209,442,22,
1535,2007,High school or equivalent,NH,98,200,8,
1536,2007,High school or equivalent,NJ,699,"1,228",70,
1537,2007,High school or equivalent,NM,158,231,13,
1538,2007,High school or equivalent,NY,"1,912","2,602",147,
1539,2007,High school or equivalent,NC,727,"1,286",63,
1540,2007,High school or equivalent,ND,38,93,6,
1541,2007,High school or equivalent,OH,"1,166","2,004",125,
1542,2007,High school or equivalent,OK,339,571,29,
1543,2007,High school or equivalent,OR,266,463,44,
1544,2007,High school or equivalent,PA,"1,516","2,252",102,
1545,2007,High school or equivalent,RI,73,145,10,
1546,2007,High school or equivalent,SC,394,662,46,
1547,2007,High school or equivalent,SD,58,135,7,
1548,2007,High school or equivalent,TN,466,982,63,
1549,2007,High school or equivalent,TX,"1,553","2,933",143,
1550,2007,High school or equivalent,UT,140,374,12,
1551,2007,High school or equivalent,VT,49,108,7,
1552,2007,High school or equivalent,VA,553,"1,119",57,
1553,2007,High school or equivalent,WA,497,810,45,
1554,2007,High school or equivalent,WV,284,347,22,
1555,2007,High school or equivalent,WI,503,973,57,
1556,2007,High school or equivalent,WY,44,92,3,
1557,2007,"Some college, less than 4-yr degree",Totals,"60,681","17,802","41,132","1,746"
1558,2007,"Some college, less than 4-yr degree",AL,286,605,31,
1560,2007,"Some college, less than 4-yr degree",AK,54,110,8,
1561,2007,"Some college, less than 4-yr degree",AZ,417,949,26,
1562,2007,"Some college, less than 4-yr degree",AR,155,397,19,
1563,2007,"Some college, less than 4-yr degree",CA,"2,430","5,068",214,
1564,2007,"Some college, less than 4-yr degree",CO,276,726,31,
1565,2007,"Some college, less than 4-yr degree",CT,183,452,20,
1566,2007,"Some college, less than 4-yr degree",DE,51,115,3,
1567,2007,"Some college, less than 4-yr degree",DC,25,47,3,
1568,2007,"Some college, less than 4-yr degree",FL,"1,114","2,522",83,
1569,2007,"Some college, less than 4-yr degree",GA,467,"1,241",58,
1570,2007,"Some college, less than 4-yr degree",HI,84,192,4,
1571,2007,"Some college, less than 4-yr degree",ID,101,226,5,
1572,2007,"Some college, less than 4-yr degree",IL,887,"1,818",65,
1573,2007,"Some college, less than 4-yr degree",IN,332,860,44,
1574,2007,"Some college, less than 4-yr degree",IA,154,502,18,
1575,2007,"Some college, less than 4-yr degree",KS,163,433,10,
1576,2007,"Some college, less than 4-yr degree",KY,233,529,40,
1577,2007,"Some college, less than 4-yr degree",LA,325,551,16,
1578,2007,"Some college, less than 4-yr degree",ME,75,202,11,
1579,2007,"Some college, less than 4-yr degree",MD,318,700,32,
1580,2007,"Some college, less than 4-yr degree",MA,357,670,41,
1581,2007,"Some college, less than 4-yr degree",MI,601,"1,525",85,
1582,2007,"Some college, less than 4-yr degree",MN,364,932,32,
1583,2007,"Some college, less than 4-yr degree",MS,161,398,21,
1584,2007,"Some college, less than 4-yr degree",MO,288,821,38,
1585,2007,"Some college, less than 4-yr degree",MT,60,177,4,
1586,2007,"Some college, less than 4-yr degree",NE,88,332,13,
1587,2007,"Some college, less than 4-yr degree",NV,169,345,17,
1588,2007,"Some college, less than 4-yr degree",NH,76,213,10,
1589,2007,"Some college, less than 4-yr degree",NJ,472,930,64,
1590,2007,"Some college, less than 4-yr degree",NM,143,269,14,
1591,2007,"Some college, less than 4-yr degree",NY,"1,091","2,178",86,
1592,2007,"Some college, less than 4-yr degree",NC,473,"1,291",74,
1593,2007,"Some college, less than 4-yr degree",ND,34,123,5,
1594,2007,"Some college, less than 4-yr degree",OH,580,"1,600",96,
1595,2007,"Some college, less than 4-yr degree",OK,211,515,14,
1596,2007,"Some college, less than 4-yr degree",OR,311,592,27,
1597,2007,"Some college, less than 4-yr degree",PA,640,"1,434",54,
1598,2007,"Some college, less than 4-yr degree",RI,50,140,4,
1599,2007,"Some college, less than 4-yr degree",SC,253,547,33,
1600,2007,"Some college, less than 4-yr degree",SD,37,131,4,
1601,2007,"Some college, less than 4-yr degree",TN,325,756,26,
1602,2007,"Some college, less than 4-yr degree",TX,"1,365","3,203",95,
1603,2007,"Some college, less than 4-yr degree",UT,177,442,5,
1604,2007,"Some college, less than 4-yr degree",VT,31,81,4,
1605,2007,"Some college, less than 4-yr degree",VA,408,951,33,
1606,2007,"Some college, less than 4-yr degree",WA,445,"1,095",55,
1607,2007,"Some college, less than 4-yr degree",WV,110,200,7,
1608,2007,"Some college, less than 4-yr degree",WI,319,887,42,
1609,2007,"Some college, less than 4-yr degree",WY,32,107,4,
1610,2007,Bachelor's degree or higher,Totals,"58,304","12,638","44,780",885
1611,2007,Bachelor's degree or higher,AL,191,478,8,
1613,2007,Bachelor's degree or higher,AK,28,87,2,
1614,2007,Bachelor's degree or higher,AZ,269,816,10,
1615,2007,Bachelor's degree or higher,AR,74,287,3,
1616,2007,Bachelor's degree or higher,CA,"1,553","5,653",153,
1617,2007,Bachelor's degree or higher,CO,233,980,15,
1618,2007,Bachelor's degree or higher,CT,195,706,19,
1619,2007,Bachelor's degree or higher,DE,38,117,3,
1620,2007,Bachelor's degree or higher,DC,43,173,4,
1621,2007,Bachelor's degree or higher,FL,918,"2,602",45,
1622,2007,Bachelor's degree or higher,GA,358,"1,505",21,
1623,2007,Bachelor's degree or higher,HI,60,186,4,
1624,2007,Bachelor's degree or higher,ID,71,200,8,
1625,2007,Bachelor's degree or higher,IL,566,"1,995",69,
1626,2007,Bachelor's degree or higher,IN,209,746,6,
1627,2007,Bachelor's degree or higher,IA,79,403,7,
1628,2007,Bachelor's degree or higher,KS,118,446,10,
1629,2007,Bachelor's degree or higher,KY,112,473,8,
1630,2007,Bachelor's degree or higher,LA,165,503,7,
1631,2007,Bachelor's degree or higher,ME,50,197,3,
1632,2007,Bachelor's degree or higher,MD,314,"1,072",13,
1633,2007,Bachelor's degree or higher,MA,422,"1,538",26,
1634,2007,Bachelor's degree or higher,MI,379,"1,362",29,
1635,2007,Bachelor's degree or higher,MN,217,956,16,
1636,2007,Bachelor's degree or higher,MS,76,314,5,
1637,2007,Bachelor's degree or higher,MO,208,854,14,
1638,2007,Bachelor's degree or higher,MT,39,145,1,
1639,2007,Bachelor's degree or higher,NE,53,262,3,
1640,2007,Bachelor's degree or higher,NV,98,290,8,
1641,2007,Bachelor's degree or higher,NH,58,245,4,
1642,2007,Bachelor's degree or higher,NJ,457,"1,760",49,
1643,2007,Bachelor's degree or higher,NM,93,257,2,
1644,2007,Bachelor's degree or higher,NY,960,"3,225",53,
1645,2007,Bachelor's degree or higher,NC,354,"1,207",20,
1646,2007,Bachelor's degree or higher,ND,15,103,1,
1647,2007,Bachelor's degree or higher,OH,365,"1,503",42,
1648,2007,Bachelor's degree or higher,OK,127,401,7,
1649,2007,Bachelor's degree or higher,OR,187,586,6,
1650,2007,Bachelor's degree or higher,PA,433,"1,839",30,
1651,2007,Bachelor's degree or higher,RI,47,198,5,
1652,2007,Bachelor's degree or higher,SC,167,511,12,
1653,2007,Bachelor's degree or higher,SD,20,116,1,
1654,2007,Bachelor's degree or higher,TN,231,751,16,
1655,2007,Bachelor's degree or higher,TX,936,"2,891",62,
1656,2007,Bachelor's degree or higher,UT,93,317,1,
1657,2007,Bachelor's degree or higher,VT,27,129,2,
1658,2007,Bachelor's degree or higher,VA,381,"1,411",16,
1659,2007,Bachelor's degree or higher,WA,309,978,19,
1660,2007,Bachelor's degree or higher,WV,36,159,2,
1661,2007,Bachelor's degree or higher,WI,194,789,15,
1662,2007,Bachelor's degree or higher,WY,14,57,0,
1679,2008,Totals,Totals,"299,106","145,729","145,013","8,364"
1680,2008,Totals,AL,"2,412","2,055",104,
1682,2008,Totals,AK,314,333,29,
1683,2008,Totals,AZ,"3,341","2,886",141,
1684,2008,Totals,AR,"1,409","1,336",60,
1685,2008,Totals,CA,"17,878","17,193","1,225",
1686,2008,Totals,CO,"2,121","2,628",128,
1687,2008,Totals,CT,"1,601","1,764",111,
1688,2008,Totals,DE,410,435,18,
1689,2008,Totals,DC,252,307,23,
1690,2008,Totals,FL,"9,020","8,561",493,
1691,2008,Totals,GA,"4,528","4,676",289,
1692,2008,Totals,HI,600,649,19,
1693,2008,Totals,ID,761,710,30,
1694,2008,Totals,IL,"5,923","6,345",421,
1695,2008,Totals,IN,"3,067","2,993",202,
1696,2008,Totals,IA,"1,279","1,634",57,
1697,2008,Totals,KS,"1,248","1,399",75,
1698,2008,Totals,KY,"2,225","1,855",127,
1699,2008,Totals,LA,"2,262","1,808",128,
1700,2008,Totals,ME,603,668,42,
1701,2008,Totals,MD,"2,623","2,824",118,
1702,2008,Totals,MA,"3,011","3,184",144,
1703,2008,Totals,MI,"4,914","4,623",390,
1704,2008,Totals,MN,"2,246","2,789",155,
1705,2008,Totals,MS,"1,493","1,330",79,
1706,2008,Totals,MO,"2,788","2,834",170,
1707,2008,Totals,MT,433,481,25,
1708,2008,Totals,NE,753,966,35,
1709,2008,Totals,NV,"1,205","1,290",73,
1710,2008,Totals,NH,549,731,34,
1711,2008,Totals,NJ,"4,072","4,259",225,
1712,2008,Totals,NM,"1,022",873,51,
1713,2008,Totals,NY,"9,573","8,980",509,
1714,2008,Totals,NC,"4,582","4,366",236,
1715,2008,Totals,ND,250,353,13,
1716,2008,Totals,OH,"5,395","5,523",383,
1717,2008,Totals,OK,"1,842","1,661",48,
1718,2008,Totals,OR,"1,811","1,830",121,
1719,2008,Totals,PA,"5,992","6,017",305,
1720,2008,Totals,RI,487,521,36,
1721,2008,Totals,SC,"2,172","2,087",125,
1722,2008,Totals,SD,334,442,12,
1723,2008,Totals,TN,"3,115","2,837",199,
1724,2008,Totals,TX,"12,027","11,179",498,
1725,2008,Totals,UT,"1,293","1,303",61,
1726,2008,Totals,VT,270,324,19,
1727,2008,Totals,VA,"3,567","3,943",173,
1728,2008,Totals,WA,"3,067","3,245",197,
1729,2008,Totals,WV,974,773,48,
1730,2008,Totals,WI,"2,391","2,931",152,
1731,2008,Totals,WY,228,279,11,
1732,2008,Children under 15,Totals,"60,958","60,958",.,.
1734,2008,Children under 15,AL,928,.,.,
1736,2008,Children under 15,AK,150,.,.,
1737,2008,Children under 15,AZ,"1,394",.,.,
1738,2008,Children under 15,AR,585,.,.,
1739,2008,Children under 15,CA,"7,694",.,.,
1740,2008,Children under 15,CO,"1,003",.,.,
1741,2008,Children under 15,CT,660,.,.,
1742,2008,Children under 15,DE,166,.,.,
1743,2008,Children under 15,DC,95,.,.,
1744,2008,Children under 15,FL,"3,312",.,.,
1745,2008,Children under 15,GA,"2,138",.,.,
1746,2008,Children under 15,HI,238,.,.,
1747,2008,Children under 15,ID,342,.,.,
1748,2008,Children under 15,IL,"2,638",.,.,
1749,2008,Children under 15,IN,"1,311",.,.,
1750,2008,Children under 15,IA,583,.,.,
1751,2008,Children under 15,KS,584,.,.,
1752,2008,Children under 15,KY,829,.,.,
1753,2008,Children under 15,LA,900,.,.,
1754,2008,Children under 15,ME,223,.,.,
1755,2008,Children under 15,MD,"1,088",.,.,
1756,2008,Children under 15,MA,"1,160",.,.,
1757,2008,Children under 15,MI,"1,973",.,.,
1758,2008,Children under 15,MN,"1,040",.,.,
1759,2008,Children under 15,MS,648,.,.,
1760,2008,Children under 15,MO,"1,170",.,.,
1761,2008,Children under 15,MT,180,.,.,
1762,2008,Children under 15,NE,368,.,.,
1763,2008,Children under 15,NV,563,.,.,
1764,2008,Children under 15,NH,234,.,.,
1765,2008,Children under 15,NJ,"1,678",.,.,
1766,2008,Children under 15,NM,406,.,.,
1767,2008,Children under 15,NY,"3,563",.,.,
1768,2008,Children under 15,NC,"1,854",.,.,
1769,2008,Children under 15,ND,118,.,.,
1770,2008,Children under 15,OH,"2,233",.,.,
1771,2008,Children under 15,OK,751,.,.,
1772,2008,Children under 15,OR,699,.,.,
1773,2008,Children under 15,PA,"2,259",.,.,
1774,2008,Children under 15,RI,188,.,.,
1775,2008,Children under 15,SC,878,.,.,
1776,2008,Children under 15,SD,161,.,.,
1777,2008,Children under 15,TN,"1,235",.,.,
1778,2008,Children under 15,TX,"5,664",.,.,
1779,2008,Children under 15,UT,702,.,.,
1780,2008,Children under 15,VT,104,.,.,
1781,2008,Children under 15,VA,"1,521",.,.,
1782,2008,Children under 15,WA,"1,264",.,.,
1783,2008,Children under 15,WV,311,.,.,
1784,2008,Children under 15,WI,"1,068",.,.,
1785,2008,Children under 15,WY,104,.,.,
1786,2008,No high school diploma,Totals,"45,080","27,396","15,360","2,323"
1787,2008,No high school diploma,AL,508,232,42,
1789,2008,No high school diploma,AK,42,23,5,
1790,2008,No high school diploma,AZ,656,374,50,
1791,2008,No high school diploma,AR,315,172,22,
1792,2008,No high school diploma,CA,"3,745","2,516",399,
1793,2008,No high school diploma,CO,316,221,26,
1794,2008,No high school diploma,CT,267,133,24,
1795,2008,No high school diploma,DE,70,51,6,
1796,2008,No high school diploma,DC,47,22,4,
1797,2008,No high school diploma,FL,"1,617",796,132,
1798,2008,No high school diploma,GA,797,497,75,
1799,2008,No high school diploma,HI,101,40,2,
1800,2008,No high school diploma,ID,111,71,8,
1801,2008,No high school diploma,IL,992,602,123,
1802,2008,No high school diploma,IN,526,260,54,
1803,2008,No high school diploma,IA,184,149,14,
1804,2008,No high school diploma,KS,178,124,25,
1805,2008,No high school diploma,KY,503,203,39,
1806,2008,No high school diploma,LA,506,189,43,
1807,2008,No high school diploma,ME,103,41,10,
1808,2008,No high school diploma,MD,459,243,36,
1809,2008,No high school diploma,MA,488,235,18,
1810,2008,No high school diploma,MI,881,328,76,
1811,2008,No high school diploma,MN,302,198,38,
1812,2008,No high school diploma,MS,356,199,29,
1813,2008,No high school diploma,MO,549,258,55,
1814,2008,No high school diploma,MT,63,36,4,
1815,2008,No high school diploma,NE,116,79,13,
1816,2008,No high school diploma,NV,192,161,22,
1817,2008,No high school diploma,NH,87,54,9,
1818,2008,No high school diploma,NJ,765,392,36,
1819,2008,No high school diploma,NM,188,105,16,
1820,2008,No high school diploma,NY,"1,938",912,121,
1821,2008,No high school diploma,NC,993,541,58,
1822,2008,No high school diploma,ND,49,30,3,
1823,2008,No high school diploma,OH,947,465,89,
1824,2008,No high school diploma,OK,332,210,15,
1825,2008,No high school diploma,OR,284,181,25,
1826,2008,No high school diploma,PA,"1,120",475,85,
1827,2008,No high school diploma,RI,111,57,11,
1828,2008,No high school diploma,SC,464,203,33,
1829,2008,No high school diploma,SD,56,39,3,
1830,2008,No high school diploma,TN,677,328,55,
1831,2008,No high school diploma,TX,"2,476","1,784",200,
1832,2008,No high school diploma,UT,157,133,14,
1833,2008,No high school diploma,VT,49,24,4,
1834,2008,No high school diploma,VA,608,370,55,
1835,2008,No high school diploma,WA,418,268,53,
1836,2008,No high school diploma,WV,234,76,9,
1837,2008,No high school diploma,WI,421,231,30,
1838,2008,No high school diploma,WY,34,27,4,
1839,2008,High school or equivalent,Totals,"69,702","25,485","41,226","2,991"
1840,2008,High school or equivalent,AL,405,647,38,
1842,2008,High school or equivalent,AK,48,109,11,
1843,2008,High school or equivalent,AZ,479,748,41,
1844,2008,High school or equivalent,AR,264,485,19,
1845,2008,High school or equivalent,CA,"2,396","3,639",370,
1846,2008,High school or equivalent,CO,294,640,42,
1847,2008,High school or equivalent,CT,289,479,43,
1848,2008,High school or equivalent,DE,81,138,8,
1849,2008,High school or equivalent,DC,44,55,9,
1850,2008,High school or equivalent,FL,"1,794","2,559",164,
1851,2008,High school or equivalent,GA,745,"1,330",84,
1852,2008,High school or equivalent,HI,118,206,6,
1853,2008,High school or equivalent,ID,119,225,11,
1854,2008,High school or equivalent,IL,911,"1,756",138,
1855,2008,High school or equivalent,IN,666,"1,068",98,
1856,2008,High school or equivalent,IA,254,485,19,
1857,2008,High school or equivalent,KS,209,363,21,
1858,2008,High school or equivalent,KY,457,623,55,
1859,2008,High school or equivalent,LA,453,577,60,
1860,2008,High school or equivalent,ME,152,226,17,
1861,2008,High school or equivalent,MD,403,750,33,
1862,2008,High school or equivalent,MA,512,765,61,
1863,2008,High school or equivalent,MI,"1,002","1,361",154,
1864,2008,High school or equivalent,MN,366,606,53,
1865,2008,High school or equivalent,MS,277,355,33,
1866,2008,High school or equivalent,MO,520,910,58,
1867,2008,High school or equivalent,MT,90,149,8,
1868,2008,High school or equivalent,NE,129,297,11,
1869,2008,High school or equivalent,NV,177,452,25,
1870,2008,High school or equivalent,NH,90,208,12,
1871,2008,High school or equivalent,NJ,772,"1,217",90,
1872,2008,High school or equivalent,NM,167,225,17,
1873,2008,High school or equivalent,NY,"1,836","2,491",206,
1874,2008,High school or equivalent,NC,719,"1,194",89,
1875,2008,High school or equivalent,ND,37,85,5,
1876,2008,High school or equivalent,OH,"1,234","1,964",163,
1877,2008,High school or equivalent,OK,375,530,15,
1878,2008,High school or equivalent,OR,327,457,48,
1879,2008,High school or equivalent,PA,"1,526","2,214",120,
1880,2008,High school or equivalent,RI,82,138,17,
1881,2008,High school or equivalent,SC,391,701,54,
1882,2008,High school or equivalent,SD,57,141,4,
1883,2008,High school or equivalent,TN,614,866,92,
1884,2008,High school or equivalent,TX,"1,609","3,037",157,
1885,2008,High school or equivalent,UT,136,356,18,
1886,2008,High school or equivalent,VT,45,101,7,
1887,2008,High school or equivalent,VA,568,"1,155",44,
1888,2008,High school or equivalent,WA,518,802,65,
1889,2008,High school or equivalent,WV,276,346,25,
1890,2008,High school or equivalent,WI,412,911,47,
1891,2008,High school or equivalent,WY,40,86,5,
1892,2008,"Some college, less than 4-yr degree",Totals,"62,875","18,696","42,201","1,979"
1893,2008,"Some college, less than 4-yr degree",AL,340,661,20,
1895,2008,"Some college, less than 4-yr degree",AK,51,113,9,
1896,2008,"Some college, less than 4-yr degree",AZ,476,954,23,
1897,2008,"Some college, less than 4-yr degree",AR,164,346,15,
1898,2008,"Some college, less than 4-yr degree",CA,"2,418","5,140",291,
1899,2008,"Some college, less than 4-yr degree",CO,271,749,29,
1900,2008,"Some college, less than 4-yr degree",CT,191,449,23,
1901,2008,"Some college, less than 4-yr degree",DE,50,115,3,
1902,2008,"Some college, less than 4-yr degree",DC,28,54,4,
1903,2008,"Some college, less than 4-yr degree",FL,"1,266","2,557",117,
